25.04.2024 04:58:50.409: ================================================NEW LOG SESSION===================================================
25.04.2024 04:58:50.443: pflog in      pflog out              
13.05.2024 17:43:44.232:        0     0        0     0     0
13.05.2024 17:44:44.231:        0     0        0     0     0
13.05.2024 17:45:44.231:        0     0        0     0     0
13.05.2024 17:46:44.231:        0     0        0     0     0
13.05.2024 17:47:44.232:        0     0        0     0     0
13.05.2024 17:48:44.232:        0     0        0     0     0
13.05.2024 17:49:44.231:        0     0        0     0     0
13.05.2024 17:50:44.231:        0     0        0     0     0
13.05.2024 17:51:44.232:        0     0        0     0     0
13.05.2024 17:52:44.231:        0     0        0     0     0
13.05.2024 17:53:44.232:        0     0        0     0     0
13.05.2024 17:54:44.231:        0     0        0     0     0
13.05.2024 17:55:44.232:        0     0        0     0     0
13.05.2024 17:56:44.231:        0     0        0     0     0
13.05.2024 17:57:44.232:        0     0        0     0     0
13.05.2024 17:58:44.231:        0     0        0     0     0
13.05.2024 17:59:44.231:        0     0        0     0     0
13.05.2024 18:00:44.231:        0     0        0     0     0
13.05.2024 18:01:44.231:        0     0        0     0     0
13.05.2024 18:02:44.231:        0     0        0     0     0
13.05.2024 18:03:44.231: pflog in      pflog out              
13.05.2024 18:03:44.232:  packets  errs  packets  errs colls
13.05.2024 18:03:44.233:        0     0        0     0     0
13.05.2024 18:04:44.231:        0     0        0     0     0
13.05.2024 18:05:44.232:        0     0        0     0     0
13.05.2024 18:06:44.232:        0     0        0     0     0
13.05.2024 18:07:44.231:        0     0        0     0     0
13.05.2024 18:08:44.232:        0     0        0     0     0
13.05.2024 18:09:44.232:        0     0        0     0     0
13.05.2024 18:10:44.231:        0     0        0     0     0
13.05.2024 18:11:44.232:        0     0        0     0     0
13.05.2024 18:12:44.232:        0     0        0     0     0
13.05.2024 18:13:44.231:        0     0        0     0     0
13.05.2024 18:14:44.232:        0     0        0     0     0
13.05.2024 18:15:44.232:        0     0        0     0     0
13.05.2024 18:16:44.231:        0     0        0     0     0
13.05.2024 18:17:44.232:        0     0        0     0     0
13.05.2024 18:18:44.232:        0     0        0     0     0
13.05.2024 18:19:44.231:        0     0        0     0     0
13.05.2024 18:20:44.231:        0     0        0     0     0
13.05.2024 18:21:44.231:        0     0        0     0     0
13.05.2024 18:22:44.231:        0     0        0     0     0
13.05.2024 18:23:44.232:        0     0        0     0     0
13.05.2024 18:24:44.231: pflog in      pflog out              
13.05.2024 18:24:44.233:  packets  errs  packets  errs colls
13.05.2024 18:24:44.233:        0     0        0     0     0
13.05.2024 18:25:44.232:        0     0        0     0     0
13.05.2024 18:26:44.232:        0     0        0     0     0
13.05.2024 18:27:44.231:        0     0        0     0     0
13.05.2024 18:28:44.231:        0     0        0     0     0
13.05.2024 18:29:44.231:        0     0        0     0     0
13.05.2024 18:30:44.232:        0     0        0     0     0
13.05.2024 18:31:44.232:        0     0        0     0     0
13.05.2024 18:32:44.231:        0     0        0     0     0
13.05.2024 18:33:44.232:        0     0        0     0     0
13.05.2024 18:34:44.232:        0     0        0     0     0
13.05.2024 18:35:44.231:        0     0        0     0     0
13.05.2024 18:36:44.232:        0     0        0     0     0
13.05.2024 18:37:44.231:        0     0        0     0     0
13.05.2024 18:38:44.232:        0     0        0     0     0
13.05.2024 18:39:44.233:        0     0        0     0     0
13.05.2024 18:40:44.232:        0     0        0     0     0
13.05.2024 18:41:44.232:        0     0        0     0     0
13.05.2024 18:42:44.232:        0     0        0     0     0
13.05.2024 18:43:44.232:        0     0        0     0     0
13.05.2024 18:44:44.231:        0     0        0     0     0
13.05.2024 18:45:44.231: pflog in      pflog out              
13.05.2024 18:45:44.232:  packets  errs  packets  errs colls
13.05.2024 18:45:44.233:        0     0        0     0     0
13.05.2024 18:46:44.231:        0     0        0     0     0
13.05.2024 18:47:44.232:        0     0        0     0     0
13.05.2024 18:48:44.232:        0     0        0     0     0
13.05.2024 18:49:44.231:        0     0        0     0     0
13.05.2024 18:50:44.231:        0     0        0     0     0
13.05.2024 18:51:44.232:        0     0        0     0     0
13.05.2024 18:52:44.232:        0     0        0     0     0
13.05.2024 18:53:44.231:        0     0        0     0     0
13.05.2024 18:54:44.232:        0     0        0     0     0
13.05.2024 18:55:44.231:        0     0        0     0     0
13.05.2024 18:56:44.231:        0     0        0     0     0
13.05.2024 18:57:44.231:        0     0        0     0     0
13.05.2024 18:58:44.231:        0     0        0     0     0
13.05.2024 18:59:44.231:        0     0        0     0     0
13.05.2024 19:00:44.231:        0     0        0     0     0
13.05.2024 19:01:44.232:        0     0        0     0     0
13.05.2024 19:02:44.231:        0     0        0     0     0
13.05.2024 19:03:44.231:        0     0        0     0     0
13.05.2024 19:04:44.231:        0     0        0     0     0
13.05.2024 19:05:44.232:        0     0        0     0     0
13.05.2024 19:06:44.231: pflog in      pflog out              
13.05.2024 19:06:44.232:  packets  errs  packets  errs colls
13.05.2024 19:06:44.233:        0     0        0     0     0
13.05.2024 19:07:44.231:        0     0        0     0     0
13.05.2024 19:08:44.232:        0     0        0     0     0
13.05.2024 19:09:44.231:        0     0        0     0     0
13.05.2024 19:10:44.231:        0     0        0     0     0
13.05.2024 19:11:44.231:        0     0        0     0     0
13.05.2024 19:12:44.232:        0     0        0     0     0
13.05.2024 19:13:44.231:        0     0        0     0     0
13.05.2024 19:14:44.231:        0     0        0     0     0
13.05.2024 19:15:44.231:        0     0        0     0     0
13.05.2024 19:16:44.232:        0     0        0     0     0
13.05.2024 19:17:44.232:        0     0        0     0     0
13.05.2024 19:18:44.231:        0     0        0     0     0
13.05.2024 19:19:44.231:        0     0        0     0     0
13.05.2024 19:20:44.232:        0     0        0     0     0
13.05.2024 19:21:44.231:        0     0        0     0     0
13.05.2024 19:22:44.231:        0     0        0     0     0
13.05.2024 19:23:44.232:        0     0        0     0     0
13.05.2024 19:24:44.232:        0     0        0     0     0
13.05.2024 19:25:44.231:        0     0        0     0     0
13.05.2024 19:26:44.232:        0     0        0     0     0
13.05.2024 19:27:44.231: pflog in      pflog out              
13.05.2024 19:27:44.232:  packets  errs  packets  errs colls
13.05.2024 19:27:44.233:        0     0        0     0     0
13.05.2024 19:28:44.232:        0     0        0     0     0
13.05.2024 19:29:44.232:        0     0        0     0     0
13.05.2024 19:30:44.233:        0     0        0     0     0
13.05.2024 19:31:44.231:        0     0        0     0     0
13.05.2024 19:32:44.231:        0     0        0     0     0
13.05.2024 19:33:44.232:        0     0        0     0     0
13.05.2024 19:34:44.232:        0     0        0     0     0
13.05.2024 19:35:44.232:        0     0        0     0     0
13.05.2024 19:36:44.232:        0     0        0     0     0
13.05.2024 19:37:44.232:        0     0        0     0     0
13.05.2024 19:38:44.232:        0     0        0     0     0
13.05.2024 19:39:44.232:        0     0        0     0     0
13.05.2024 19:40:44.231:        0     0        0     0     0
13.05.2024 19:41:44.232:        0     0        0     0     0
13.05.2024 19:42:44.232:        0     0        0     0     0
13.05.2024 19:43:44.232:        0     0        0     0     0
13.05.2024 19:44:44.232:        0     0        0     0     0
13.05.2024 19:45:44.232:        0     0        0     0     0
13.05.2024 19:46:44.231:        0     0        0     0     0
13.05.2024 19:47:44.231:        0     0        0     0     0
13.05.2024 19:48:44.231: pflog in      pflog out              
13.05.2024 19:48:44.232:  packets  errs  packets  errs colls
13.05.2024 19:48:44.233:        0     0        0     0     0
13.05.2024 19:49:44.231:        0     0        0     0     0
13.05.2024 19:50:44.231:        0     0        0     0     0
13.05.2024 19:51:44.232:        0     0        0     0     0
13.05.2024 19:52:44.232:        0     0        0     0     0
13.05.2024 19:53:44.231:        0     0        0     0     0
13.05.2024 19:54:44.231:        0     0        0     0     0
13.05.2024 19:55:44.232:        0     0        0     0     0
13.05.2024 19:56:44.231:        0     0        0     0     0
13.05.2024 19:57:44.232:        0     0        0     0     0
13.05.2024 19:58:44.231:        0     0        0     0     0
13.05.2024 19:59:44.232:        0     0        0     0     0
13.05.2024 20:00:44.232:        0     0        0     0     0
13.05.2024 20:01:44.231:        0     0        0     0     0
13.05.2024 20:02:44.231:        0     0        0     0     0
13.05.2024 20:03:44.232:        0     0        0     0     0
13.05.2024 20:04:44.231:        0     0        0     0     0
13.05.2024 20:05:44.232:        0     0        0     0     0
13.05.2024 20:06:44.232:        0     0        0     0     0
13.05.2024 20:07:44.232:        0     0        0     0     0
13.05.2024 20:08:44.231:        0     0        0     0     0
13.05.2024 20:09:44.231: pflog in      pflog out              
13.05.2024 20:09:44.232:  packets  errs  packets  errs colls
13.05.2024 20:09:44.232:        0     0        0     0     0
13.05.2024 20:10:44.231:        0     0        0     0     0
13.05.2024 20:11:44.232:        0     0        0     0     0
13.05.2024 20:12:44.233:        0     0        0     0     0
13.05.2024 20:13:44.232:        0     0        0     0     0
13.05.2024 20:14:44.231:        0     0        0     0     0
13.05.2024 20:15:44.232:        0     0        0     0     0
13.05.2024 20:16:44.232:        0     0        0     0     0
13.05.2024 20:17:44.232:        0     0        0     0     0
13.05.2024 20:18:44.232:        0     0        0     0     0
13.05.2024 20:19:44.232:        0     0        0     0     0
13.05.2024 20:20:44.232:        0     0        0     0     0
13.05.2024 20:21:44.231:        0     0        0     0     0
13.05.2024 20:22:44.231:        0     0        0     0     0
13.05.2024 20:23:44.231:        0     0        0     0     0
13.05.2024 20:24:44.231:        0     0        0     0     0
13.05.2024 20:25:44.231:        0     0        0     0     0
13.05.2024 20:26:44.231:        0     0        0     0     0
13.05.2024 20:27:44.232:        0     0        0     0     0
13.05.2024 20:28:44.232:        0     0        0     0     0
13.05.2024 20:29:44.232:        0     0        0     0     0
13.05.2024 20:30:44.231: pflog in      pflog out              
13.05.2024 20:30:44.232:  packets  errs  packets  errs colls
13.05.2024 20:30:44.233:        0     0        0     0     0
13.05.2024 20:31:44.235:        0     0        0     0     0
13.05.2024 20:32:44.232:        0     0        0     0     0
13.05.2024 20:33:44.231:        0     0        0     0     0
13.05.2024 20:34:44.231:        0     0        0     0     0
13.05.2024 20:35:44.232:        0     0        0     0     0
13.05.2024 20:36:44.231:        0     0        0     0     0
13.05.2024 20:37:44.231:        0     0        0     0     0
13.05.2024 20:38:44.232:        0     0        0     0     0
13.05.2024 20:39:44.231:        0     0        0     0     0
13.05.2024 20:40:44.232:        0     0        0     0     0
13.05.2024 20:41:44.231:        0     0        0     0     0
13.05.2024 20:42:44.231:        0     0        0     0     0
13.05.2024 20:43:44.231:        0     0        0     0     0
13.05.2024 20:44:44.231:        0     0        0     0     0
13.05.2024 20:45:44.231:        0     0        0     0     0
13.05.2024 20:46:44.231:        0     0        0     0     0
13.05.2024 20:47:44.232:        0     0        0     0     0
13.05.2024 20:48:44.232:        0     0        0     0     0
13.05.2024 20:49:44.232:        0     0        0     0     0
13.05.2024 20:50:44.233:        0     0        0     0     0
13.05.2024 20:51:44.231: pflog in      pflog out              
13.05.2024 20:51:44.232:  packets  errs  packets  errs colls
13.05.2024 20:51:44.233:        0     0        0     0     0
13.05.2024 20:52:44.232:        0     0        0     0     0
13.05.2024 20:53:44.231:        0     0        0     0     0
13.05.2024 20:54:44.231:        0     0        0     0     0
13.05.2024 20:55:44.232:        0     0        0     0     0
13.05.2024 20:56:44.232:        0     0        0     0     0
13.05.2024 20:57:44.231:        0     0        0     0     0
13.05.2024 20:58:44.231:        0     0        0     0     0
13.05.2024 20:59:44.232:        0     0        0     0     0
13.05.2024 21:00:44.231:        0     0        0     0     0
13.05.2024 21:01:44.232:        0     0        0     0     0
13.05.2024 21:02:44.231:        0     0        0     0     0
13.05.2024 21:03:44.231:        0     0        0     0     0
13.05.2024 21:04:44.232:        0     0        0     0     0
13.05.2024 21:05:44.232:        0     0        0     0     0
13.05.2024 21:06:44.231:        0     0        0     0     0
13.05.2024 21:07:44.231:        0     0        0     0     0
13.05.2024 21:08:44.231:        0     0        0     0     0
13.05.2024 21:09:44.231:        0     0        0     0     0
13.05.2024 21:10:44.231:        0     0        0     0     0
13.05.2024 21:11:44.231:        0     0        0     0     0
13.05.2024 21:12:44.231: pflog in      pflog out              
13.05.2024 21:12:44.232:  packets  errs  packets  errs colls
13.05.2024 21:12:44.233:        0     0        0     0     0
13.05.2024 21:13:44.232:        0     0        0     0     0
13.05.2024 21:14:44.231:        0     0        0     0     0
13.05.2024 21:15:44.231:        0     0        0     0     0
13.05.2024 21:16:44.232:        0     0        0     0     0
13.05.2024 21:17:44.232:        0     0        0     0     0
13.05.2024 21:18:44.231:        0     0        0     0     0
13.05.2024 21:19:44.232:        0     0        0     0     0
13.05.2024 21:20:44.231:        0     0        0     0     0
13.05.2024 21:21:44.231:        0     0        0     0     0
13.05.2024 21:22:44.231:        0     0        0     0     0
13.05.2024 21:23:44.231:        0     0        0     0     0
13.05.2024 21:24:44.231:        0     0        0     0     0
13.05.2024 21:25:44.231:        0     0        0     0     0
13.05.2024 21:26:44.232:        0     0        0     0     0
13.05.2024 21:27:44.232:        0     0        0     0     0
13.05.2024 21:28:44.231:        0     0        0     0     0
13.05.2024 21:29:44.232:        0     0        0     0     0
13.05.2024 21:30:44.231:        0     0        0     0     0
13.05.2024 21:31:44.232:        0     0        0     0     0
13.05.2024 21:32:44.231:        0     0        0     0     0
13.05.2024 21:33:44.231: pflog in      pflog out              
13.05.2024 21:33:44.232:  packets  errs  packets  errs colls
13.05.2024 21:33:44.233:        0     0        0     0     0
13.05.2024 21:34:44.231:        0     0        0     0     0
13.05.2024 21:35:44.231:        0     0        0     0     0
13.05.2024 21:36:44.232:        0     0        0     0     0
13.05.2024 21:37:44.231:        0     0        0     0     0
13.05.2024 21:38:44.232:        0     0        0     0     0
13.05.2024 21:39:44.232:        0     0        0     0     0
13.05.2024 21:40:44.231:        0     0        0     0     0
13.05.2024 21:41:44.231:        0     0        0     0     0
13.05.2024 21:42:44.231:        0     0        0     0     0
13.05.2024 21:43:44.231:        0     0        0     0     0
13.05.2024 21:44:44.231:        0     0        0     0     0
13.05.2024 21:45:44.232:        0     0        0     0     0
13.05.2024 21:46:44.231:        0     0        0     0     0
13.05.2024 21:47:44.232:        0     0        0     0     0
13.05.2024 21:48:44.231:        0     0        0     0     0
13.05.2024 21:49:44.232:        0     0        0     0     0
13.05.2024 21:50:44.231:        0     0        0     0     0
13.05.2024 21:51:44.232:        0     0        0     0     0
13.05.2024 21:52:44.231:        0     0        0     0     0
13.05.2024 21:53:44.231:        0     0        0     0     0
13.05.2024 21:54:44.231: pflog in      pflog out              
13.05.2024 21:54:44.232:  packets  errs  packets  errs colls
13.05.2024 21:54:44.233:        0     0        0     0     0
13.05.2024 21:55:44.231:        0     0        0     0     0
13.05.2024 21:56:44.232:        0     0        0     0     0
13.05.2024 21:57:44.231:        0     0        0     0     0
13.05.2024 21:58:44.231:        0     0        0     0     0
13.05.2024 21:59:44.231:        0     0        0     0     0
13.05.2024 22:00:44.231:        0     0        0     0     0
13.05.2024 22:01:44.231:        0     0        0     0     0
13.05.2024 22:02:44.232:        0     0        0     0     0
13.05.2024 22:03:44.232:        0     0        0     0     0
13.05.2024 22:04:44.232:        0     0        0     0     0
13.05.2024 22:05:44.232:        0     0        0     0     0
13.05.2024 22:06:44.231:        0     0        0     0     0
13.05.2024 22:07:44.232:        0     0        0     0     0
13.05.2024 22:08:44.231:        0     0        0     0     0
13.05.2024 22:09:44.232:        0     0        0     0     0
13.05.2024 22:10:44.231:        0     0        0     0     0
13.05.2024 22:11:44.231:        0     0        0     0     0
13.05.2024 22:12:44.231:        0     0        0     0     0
13.05.2024 22:13:44.231:        0     0        0     0     0
13.05.2024 22:14:44.231:        0     0        0     0     0
13.05.2024 22:15:44.231: pflog in      pflog out              
13.05.2024 22:15:44.232:  packets  errs  packets  errs colls
13.05.2024 22:15:44.232:        0     0        0     0     0
13.05.2024 22:16:44.231:        0     0        0     0     0
13.05.2024 22:17:44.232:        0     0        0     0     0
13.05.2024 22:18:44.231:        0     0        0     0     0
13.05.2024 22:19:44.231:        0     0        0     0     0
13.05.2024 22:20:44.232:        0     0        0     0     0
13.05.2024 22:21:44.232:        0     0        0     0     0
13.05.2024 22:22:44.231:        0     0        0     0     0
13.05.2024 22:23:44.231:        0     0        0     0     0
13.05.2024 22:24:44.232:        0     0        0     0     0
13.05.2024 22:25:44.231:        0     0        0     0     0
13.05.2024 22:26:44.232:        0     0        0     0     0
13.05.2024 22:27:44.231:        0     0        0     0     0
13.05.2024 22:28:44.232:        0     0        0     0     0
13.05.2024 22:29:44.231:        0     0        0     0     0
13.05.2024 22:30:44.232:        0     0        0     0     0
13.05.2024 22:31:44.231:        0     0        0     0     0
13.05.2024 22:32:44.232:        0     0        0     0     0
13.05.2024 22:33:44.232:        0     0        0     0     0
13.05.2024 22:34:44.231:        0     0        0     0     0
13.05.2024 22:35:44.231:        0     0        0     0     0
13.05.2024 22:36:44.232: pflog in      pflog out              
13.05.2024 22:36:44.232:  packets  errs  packets  errs colls
13.05.2024 22:36:44.233:        0     0        0     0     0
13.05.2024 22:37:44.232:        0     0        0     0     0
13.05.2024 22:38:44.231:        0     0        0     0     0
13.05.2024 22:39:44.232:        0     0        0     0     0
13.05.2024 22:40:44.232:        0     0        0     0     0
13.05.2024 22:41:44.232:        0     0        0     0     0
13.05.2024 22:42:44.232:        0     0        0     0     0
13.05.2024 22:43:44.232:        0     0        0     0     0
13.05.2024 22:44:44.232:        0     0        0     0     0
13.05.2024 22:45:44.231:        0     0        0     0     0
13.05.2024 22:46:44.231:        0     0        0     0     0
13.05.2024 22:47:44.231:        0     0        0     0     0
13.05.2024 22:48:44.232:        0     0        0     0     0
13.05.2024 22:49:44.231:        0     0        0     0     0
13.05.2024 22:50:44.232:        0     0        0     0     0
13.05.2024 22:51:44.232:        0     0        0     0     0
13.05.2024 22:52:44.231:        0     0        0     0     0
13.05.2024 22:53:44.232:        0     0        0     0     0
13.05.2024 22:54:44.232:        0     0        0     0     0
13.05.2024 22:55:44.233:        0     0        0     0     0
13.05.2024 22:56:44.231:        0     0        0     0     0
13.05.2024 22:57:44.231: pflog in      pflog out              
13.05.2024 22:57:44.232:  packets  errs  packets  errs colls
13.05.2024 22:57:44.233:        0     0        0     0     0
13.05.2024 22:58:44.231:        0     0        0     0     0
13.05.2024 22:59:44.232:        0     0        0     0     0
13.05.2024 23:00:44.232:        0     0        0     0     0
13.05.2024 23:01:44.234:        0     0        0     0     0
13.05.2024 23:02:44.232:        0     0        0     0     0
13.05.2024 23:03:44.232:        0     0        0     0     0
13.05.2024 23:04:44.231:        0     0        0     0     0
13.05.2024 23:05:44.231:        0     0        0     0     0
13.05.2024 23:06:44.231:        0     0        0     0     0
13.05.2024 23:07:44.231:        0     0        0     0     0
13.05.2024 23:08:44.232:        0     0        0     0     0
13.05.2024 23:09:44.231:        0     0        0     0     0
13.05.2024 23:10:44.233:        0     0        0     0     0
13.05.2024 23:11:44.231:        0     0        0     0     0
13.05.2024 23:12:44.231:        0     0        0     0     0
13.05.2024 23:13:44.231:        0     0        0     0     0
13.05.2024 23:14:44.231:        0     0        0     0     0
13.05.2024 23:15:44.231:        0     0        0     0     0
13.05.2024 23:16:44.231:        0     0        0     0     0
13.05.2024 23:17:44.231:        0     0        0     0     0
13.05.2024 23:18:44.231: pflog in      pflog out              
13.05.2024 23:18:44.232:  packets  errs  packets  errs colls
13.05.2024 23:18:44.232:        0     0        0     0     0
13.05.2024 23:19:44.232:        0     0        0     0     0
13.05.2024 23:20:44.231:        0     0        0     0     0
13.05.2024 23:21:44.232:        0     0        0     0     0
13.05.2024 23:22:44.233:        0     0        0     0     0
13.05.2024 23:23:44.232:        0     0        0     0     0
13.05.2024 23:24:44.231:        0     0        0     0     0
13.05.2024 23:25:44.232:        0     0        0     0     0
13.05.2024 23:26:44.231:        0     0        0     0     0
13.05.2024 23:27:44.231:        0     0        0     0     0
13.05.2024 23:28:44.232:        0     0        0     0     0
13.05.2024 23:29:44.231:        0     0        0     0     0
13.05.2024 23:30:44.232:        0     0        0     0     0
13.05.2024 23:31:44.232:        0     0        0     0     0
13.05.2024 23:32:44.231:        0     0        0     0     0
13.05.2024 23:33:44.231:        0     0        0     0     0
13.05.2024 23:34:44.231:        0     0        0     0     0
13.05.2024 23:35:44.232:        0     0        0     0     0
13.05.2024 23:36:44.232:        0     0        0     0     0
13.05.2024 23:37:44.231:        0     0        0     0     0
13.05.2024 23:38:44.231:        0     0        0     0     0
13.05.2024 23:39:44.231: pflog in      pflog out              
13.05.2024 23:39:44.232:  packets  errs  packets  errs colls
13.05.2024 23:39:44.232:        0     0        0     0     0
13.05.2024 23:40:44.232:        0     0        0     0     0
13.05.2024 23:41:44.232:        0     0        0     0     0
13.05.2024 23:42:44.232:        0     0        0     0     0
13.05.2024 23:43:44.231:        0     0        0     0     0
13.05.2024 23:44:44.231:        0     0        0     0     0
13.05.2024 23:45:44.232:        0     0        0     0     0
13.05.2024 23:46:44.232:        0     0        0     0     0
13.05.2024 23:47:44.232:        0     0        0     0     0
13.05.2024 23:48:44.231:        0     0        0     0     0
13.05.2024 23:49:44.232:        0     0        0     0     0
13.05.2024 23:50:44.231:        0     0        0     0     0
13.05.2024 23:51:44.231:        0     0        0     0     0
13.05.2024 23:52:44.232:        0     0        0     0     0
13.05.2024 23:53:44.231:        0     0        0     0     0
13.05.2024 23:54:44.233:        0     0        0     0     0
13.05.2024 23:55:44.232:        0     0        0     0     0
13.05.2024 23:56:44.231:        0     0        0     0     0
13.05.2024 23:57:44.232:        0     0        0     0     0
13.05.2024 23:58:44.231:        0     0        0     0     0
13.05.2024 23:59:44.231:        0     0        0     0     0
14.05.2024 00:00:44.231: pflog in      pflog out              
14.05.2024 00:00:44.232:  packets  errs  packets  errs colls
14.05.2024 00:00:44.232:        0     0        0     0     0
14.05.2024 00:01:44.231:        0     0        0     0     0
14.05.2024 00:02:44.231:        0     0        0     0     0
14.05.2024 00:03:44.231:        0     0        0     0     0
14.05.2024 00:04:44.231:        0     0        0     0     0
14.05.2024 00:05:44.231:        0     0        0     0     0
14.05.2024 00:06:44.232:        0     0        0     0     0
14.05.2024 00:07:44.232:        0     0        0     0     0
14.05.2024 00:08:44.231:        0     0        0     0     0
14.05.2024 00:09:44.231:        0     0        0     0     0
14.05.2024 00:10:44.232:        0     0        0     0     0
14.05.2024 00:11:44.232:        0     0        0     0     0
14.05.2024 00:12:44.231:        0     0        0     0     0
14.05.2024 00:13:44.232:        0     0        0     0     0
14.05.2024 00:14:44.232:        0     0        0     0     0
14.05.2024 00:15:44.231:        0     0        0     0     0
14.05.2024 00:16:44.231:        0     0        0     0     0
14.05.2024 00:17:44.233:        0     0        0     0     0
14.05.2024 00:18:44.231:        0     0        0     0     0
14.05.2024 00:19:44.232:        0     0        0     0     0
14.05.2024 00:20:44.231:        0     0        0     0     0
14.05.2024 00:21:44.231: pflog in      pflog out              
14.05.2024 00:21:44.232:  packets  errs  packets  errs colls
14.05.2024 00:21:44.234:        0     0        0     0     0
14.05.2024 00:22:44.232:        0     0        0     0     0
14.05.2024 00:23:44.232:        0     0        0     0     0
14.05.2024 00:24:44.231:        0     0        0     0     0
14.05.2024 00:25:44.233:        0     0        0     0     0
14.05.2024 00:26:44.231:        0     0        0     0     0
14.05.2024 00:27:44.232:        0     0        0     0     0
14.05.2024 00:28:44.232:        0     0        0     0     0
14.05.2024 00:29:44.231:        0     0        0     0     0
14.05.2024 00:30:44.233:        0     0        0     0     0
14.05.2024 00:31:44.231:        0     0        0     0     0
14.05.2024 00:32:44.232:        0     0        0     0     0
14.05.2024 00:33:44.231:        0     0        0     0     0
14.05.2024 00:34:44.232:        0     0        0     0     0
14.05.2024 00:35:44.232:        0     0        0     0     0
14.05.2024 00:36:44.232:        0     0        0     0     0
14.05.2024 00:37:44.231:        0     0        0     0     0
14.05.2024 00:38:44.231:        0     0        0     0     0
14.05.2024 00:39:44.232:        0     0        0     0     0
14.05.2024 00:40:44.232:        0     0        0     0     0
14.05.2024 00:41:44.231:        0     0        0     0     0
14.05.2024 00:42:44.231: pflog in      pflog out              
14.05.2024 00:42:44.232:  packets  errs  packets  errs colls
14.05.2024 00:42:44.232:        0     0        0     0     0
14.05.2024 00:43:44.231:        0     0        0     0     0
14.05.2024 00:44:44.232:        0     0        0     0     0
14.05.2024 00:45:44.232:        0     0        0     0     0
14.05.2024 00:46:44.232:        0     0        0     0     0
14.05.2024 00:47:44.234:        0     0        0     0     0
14.05.2024 00:48:44.232:        0     0        0     0     0
14.05.2024 00:49:44.231:        0     0        0     0     0
14.05.2024 00:50:44.231:        0     0        0     0     0
14.05.2024 00:51:44.231:        0     0        0     0     0
14.05.2024 00:52:44.232:        0     0        0     0     0
14.05.2024 00:53:44.232:        0     0        0     0     0
14.05.2024 00:54:44.232:        0     0        0     0     0
14.05.2024 00:55:44.231:        0     0        0     0     0
14.05.2024 00:56:44.232:        0     0        0     0     0
14.05.2024 00:57:44.231:        0     0        0     0     0
14.05.2024 00:58:44.231:        0     0        0     0     0
14.05.2024 00:59:44.231:        0     0        0     0     0
14.05.2024 01:00:44.231:        0     0        0     0     0
14.05.2024 01:01:44.231:        0     0        0     0     0
14.05.2024 01:02:44.231:        0     0        0     0     0
14.05.2024 01:03:44.231: pflog in      pflog out              
14.05.2024 01:03:44.232:  packets  errs  packets  errs colls
14.05.2024 01:03:44.233:        0     0        0     0     0
14.05.2024 01:04:44.232:        0     0        0     0     0
14.05.2024 01:05:44.231:        0     0        0     0     0
14.05.2024 01:06:44.231:        0     0        0     0     0
14.05.2024 01:07:44.233:        0     0        0     0     0
14.05.2024 01:08:44.231:        0     0        0     0     0
14.05.2024 01:09:44.232:        0     0        0     0     0
14.05.2024 01:10:44.232:        0     0        0     0     0
14.05.2024 01:11:44.233:        0     0        0     0     0
14.05.2024 01:12:44.231:        0     0        0     0     0
14.05.2024 01:13:44.232:        0     0        0     0     0
14.05.2024 01:14:44.231:        0     0        0     0     0
14.05.2024 01:15:44.232:        0     0        0     0     0
14.05.2024 01:16:44.232:        0     0        0     0     0
14.05.2024 01:17:44.231:        0     0        0     0     0
14.05.2024 01:18:44.231:        0     0        0     0     0
14.05.2024 01:19:44.231:        0     0        0     0     0
14.05.2024 01:20:44.232:        0     0        0     0     0
14.05.2024 01:21:44.231:        0     0        0     0     0
14.05.2024 01:22:44.231:        0     0        0     0     0
14.05.2024 01:23:44.231:        0     0        0     0     0
14.05.2024 01:24:44.231: pflog in      pflog out              
14.05.2024 01:24:44.232:  packets  errs  packets  errs colls
14.05.2024 01:24:44.233:        0     0        0     0     0
14.05.2024 01:25:44.232:        0     0        0     0     0
14.05.2024 01:26:44.232:        0     0        0     0     0
14.05.2024 01:27:44.231:        0     0        0     0     0
14.05.2024 01:28:44.232:        0     0        0     0     0
14.05.2024 01:29:44.231:        0     0        0     0     0
14.05.2024 01:30:44.232:        0     0        0     0     0
14.05.2024 01:31:44.231:        0     0        0     0     0
14.05.2024 01:32:44.232:        0     0        0     0     0
14.05.2024 01:33:44.231:        0     0        0     0     0
14.05.2024 01:34:44.232:        0     0        0     0     0
14.05.2024 01:35:44.232:        0     0        0     0     0
14.05.2024 01:36:44.232:        0     0        0     0     0
14.05.2024 01:37:44.232:        0     0        0     0     0
14.05.2024 01:38:44.232:        0     0        0     0     0
14.05.2024 01:39:44.232:        0     0        0     0     0
14.05.2024 01:40:44.231:        0     0        0     0     0
14.05.2024 01:41:44.232:        0     0        0     0     0
14.05.2024 01:42:44.231:        0     0        0     0     0
14.05.2024 01:43:44.232:        0     0        0     0     0
14.05.2024 01:44:44.232:        0     0        0     0     0
14.05.2024 01:45:44.231: pflog in      pflog out              
14.05.2024 01:45:44.232:  packets  errs  packets  errs colls
14.05.2024 01:45:44.233:        0     0        0     0     0
14.05.2024 01:46:44.232:        0     0        0     0     0
14.05.2024 01:47:44.232:        0     0        0     0     0
14.05.2024 01:48:44.232:        0     0        0     0     0
